id,formattedAddress,zipCode,propertyType,listingType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,price,daysOnMarket,pricePerSqft,lotRatio,priceEventCount,totalPriceChangePct,priceCuts,age,logLot,predictedPrice,residual,residualPct
"4198-Peace-Dr,-Frisco,-TX-75034","4198 Peace Dr, Frisco, TX 75034",75034,Single Family,Standard,5,3.5,3870,8886.0,2002,785000,328,202.84,0.4355,1,0.0,0,24,9.092232283495854,957157.0,172157.0,18.0
"3548-Amherst-Ln,-Frisco,-TX-75033","3548 Amherst Ln, Frisco, TX 75033",75033,Single Family,Standard,5,4.0,5159,12807.0,2007,1089000,48,211.09,0.4028,1,0.0,0,19,9.457747175426071,1326318.0,237318.0,17.9
"3778-Pistol-Creek-Dr,-Frisco,-TX-75034","3778 Pistol Creek Dr, Frisco, TX 75034",75034,Single Family,Standard,5,5.5,3721,13721.0,2017,946800,53,254.45,0.2712,1,0.0,0,9,9.526682784921174,1153343.0,206543.0,17.9
"3477-Washington-Dr,-Frisco,-TX-75034","3477 Washington Dr, Frisco, TX 75034",75034,Single Family,Standard,3,3.0,2704,6316.0,2004,549900,76,203.37,0.4281,1,0.0,0,22,8.750841375375533,667155.0,117255.0,17.6
"14044-Paterno-Dr,-Frisco,-TX-75035","14044 Paterno Dr, Frisco, TX 75035",75035,Single Family,Standard,5,4.0,4342,9975.0,2012,825000,66,190.0,0.4353,2,-14.94,1,14,9.207837241758064,996160.0,171160.0,17.2
"6411-Nottoway-Ct,-Frisco,-TX-75035","6411 Nottoway Ct, Frisco, TX 75035",75035,Single Family,Standard,3,2.5,2082,8712.0,1997,399000,76,191.64,0.239,3,-6.12,1,29,9.072456664612796,482075.0,83075.0,17.2
"5268-Pecan-Brook-Ln,-Frisco,-TX-75034","5268 Pecan Brook Ln, Frisco, TX 75034",75034,Single Family,Standard,5,4.0,3383,7405.0,2014,739900,80,218.71,0.4569,1,0.0,0,12,8.909910726701899,892023.0,152123.0,17.1
"8340-Library-St,-Frisco,-TX-75034","8340 Library St, Frisco, TX 75034",75034,Townhouse,Standard,4,4.5,3860,3049.0,2002,615000,89,159.33,1.266,1,0.0,0,24,8.022568946988255,739721.0,124721.0,16.9
"1465-Talley-Ln,-Frisco,-TX-75033","1465 Talley Ln, Frisco, TX 75033",75033,Single Family,Standard,5,4.5,4180,9496.0,2012,837500,116,200.36,0.4402,1,0.0,0,14,9.158625936289503,1003073.0,165573.0,16.5
"4308-Coney-Island-Dr,-Frisco,-TX-75036","4308 Coney Island Dr, Frisco, TX 75036",75036,Single Family,Standard,4,2.0,1777,5663.0,2011,360000,124,202.59,0.3138,2,-5.88,1,15,8.641709066113805,428520.0,68520.0,16.0
"2521-Maidenhair-Rd,-Frisco,-TX-75033","2521 Maidenhair Rd, Frisco, TX 75033",75033,Single Family,Standard,5,5.0,4750,9975.0,2020,1050000,60,221.05,0.4762,1,0.0,0,6,9.207837241758064,1250597.0,200597.0,16.0
"2531-Sage-Ridge-Dr,-Frisco,-TX-75034","2531 Sage Ridge Dr, Frisco, TX 75034",75034,Single Family,Standard,5,4.0,4374,7231.0,2013,950000,132,217.19,0.6049,1,0.0,0,13,8.886132618174951,1131166.0,181166.0,16.0
"8086-Ashcroft-Ln,-Frisco,-TX-75034","8086 Ashcroft Ln, Frisco, TX 75034",75034,Single Family,Standard,5,4.0,5018,11326.0,2013,1249900,53,249.08,0.4431,2,2.03,0,13,9.33485624667375,1482228.0,232328.0,15.7
"11758-Corsicana-Dr,-Frisco,-TX-75035","11758 Corsicana Dr, Frisco, TX 75035",75035,Single Family,Standard,3,2.0,1990,7841.0,2004,409900,80,205.98,0.2538,2,-0.02,1,22,8.967121656230923,485863.0,75963.0,15.6
"14518-Alstone-Dr,-Frisco,-TX-75035","14518 Alstone Dr, Frisco, TX 75035",75035,Single Family,Standard,6,3.5,3944,8712.0,2004,690000,69,174.95,0.4527,1,0.0,0,22,9.072456664612796,817625.0,127625.0,15.6
"7411-Fawnbrook-Ln,-Frisco,-TX-75034","7411 Fawnbrook Ln, Frisco, TX 75034",75034,Single Family,Standard,3,2.0,1770,4443.0,2020,465000,54,262.71,0.3984,1,0.0,0,6,8.399085102935908,550579.0,85579.0,15.5
"15555-Wrangler-Dr,-Frisco,-TX-75035","15555 Wrangler Dr, Frisco, TX 75035",75035,Single Family,Standard,3,2.0,1814,8276.0,2004,398000,95,219.4,0.2192,1,0.0,0,22,9.021115038865434,470685.0,72685.0,15.4
"1519-San-Andres-Dr,-Frisco,-TX-75033","1519 San Andres Dr, Frisco, TX 75033",75033,Single Family,Standard,5,4.5,4378,8538.0,2003,810000,179,185.02,0.5128,2,-4.71,1,23,9.052282067317908,956515.0,146515.0,15.3
"3493-Pilgrim-Dr,-Frisco,-TX-75034","3493 Pilgrim Dr, Frisco, TX 75034",75034,Single Family,Standard,4,2.5,3063,7449.0,2005,650000,130,212.21,0.4112,1,0.0,0,21,8.915835074176277,766188.0,116188.0,15.2
"9359-Cherry-Brook-Ln,-Frisco,-TX-75033","9359 Cherry Brook Ln, Frisco, TX 75033",75033,Single Family,Standard,5,4.0,3958,10803.0,2015,850000,74,214.75,0.3664,1,0.0,0,11,9.287579152316985,1001670.0,151670.0,15.1
"5104-Mcclellan-Dr,-Frisco,-TX-75036","5104 Mcclellan Dr, Frisco, TX 75036",75036,Single Family,Standard,4,3.0,2423,6011.0,2015,450000,94,185.72,0.4031,1,0.0,0,11,8.701346403039162,528735.0,78735.0,14.9
"12454-Jack-Pine-Ct,-Frisco,-TX-75035","12454 Jack Pine Ct, Frisco, TX 75035",75035,Single Family,Standard,4,3.5,4189,7405.0,2007,730000,89,174.27,0.5657,1,0.0,0,19,8.909910726701899,857359.0,127359.0,14.9
"960-Remuda-Rd,-Frisco,-TX-75033","960 Remuda Rd, Frisco, TX 75033",75033,Single Family,Standard,4,3.5,3539,8538.0,2006,675000,49,190.73,0.4145,1,0.0,0,20,9.052282067317908,792128.0,117128.0,14.8
"2185-Goliad-Cir,-Frisco,-TX-75033","2185 Goliad Cir, Frisco, TX 75033",75033,Single Family,Standard,4,3.5,2910,8364.0,2003,559000,72,192.1,0.3479,1,0.0,0,23,9.031692060548524,656050.0,97050.0,14.8
"13811-Sorano-Dr,-Frisco,-TX-75035","13811 Sorano Dr, Frisco, TX 75035",75035,Single Family,Standard,5,4.0,3895,11761.0,2013,797000,61,204.62,0.3312,4,-16.1,3,13,9.372544251851037,932547.0,135547.0,14.5
"4321-Bayport-Dr,-Frisco,-TX-75036","4321 Bayport Dr, Frisco, TX 75036",75036,Single Family,Standard,4,2.5,2709,6316.0,2017,499900,54,184.53,0.4289,1,0.0,0,9,8.750841375375533,584569.0,84669.0,14.5
