id,formattedAddress,zipCode,propertyType,listingType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,price,daysOnMarket,pricePerSqft,lotRatio,priceEventCount,totalPriceChangePct,priceCuts
"2430-Arcadia-Ct,-Prosper,-TX-75078","2430 Arcadia Ct, Prosper, TX 75078",75078,Single Family,New Construction,4,4,3400,,,1184892,41,348.5,,1,0.0,0
"1510-Stillhouse-Hollow-Dr,-Prosper,-TX-75078","1510 Stillhouse Hollow Dr, Prosper, TX 75078",75078,Single Family,Standard,5,5.5,4949,16553,2017,1500000,41,303.09,0.299,1,0.0,0
"12B-Rhea-Mills-Cir,-Prosper,-TX-75078","12B Rhea Mills Cir, Prosper, TX 75078",75078,Single Family,Standard,3,2.5,2268,,1984,499000,41,220.02,,1,0.0,0
"4401-Sandhills-Ln,-Prosper,-TX-75078","4401 Sandhills Ln, Prosper, TX 75078",75078,Single Family,Standard,4,4,3532,9670,2024,885000,50,250.57,0.3653,1,0.0,0
"3560-Bluebell-Ln,-Prosper,-TX-75078","3560 Bluebell Ln, Prosper, TX 75078",75078,Single Family,New Construction,4,,4319,,,1231900,49,285.23,,1,0.0,0
"16404-Stillhouse-Hollow-Ct,-Prosper,-TX-75078","16404 Stillhouse Hollow Ct, Prosper, TX 75078",75078,Single Family,Standard,3,2,2063,5489,2015,420000,49,203.59,0.3758,1,0.0,0
"3770-White-Clover-Ln,-Prosper,-TX-75078","3770 White Clover Ln, Prosper, TX 75078",75078,Townhouse,Standard,2,2,1562,3746,2021,450000,48,288.09,0.417,1,0.0,0
"3936-Sunrise-Ln,-Prosper,-TX-75078","3936 Sunrise Ln, Prosper, TX 75078",75078,Single Family,New Construction,5,,2959,,,894900,48,302.43,,6,-6.28,2
"690-Morning-Star-Ln,-Prosper,-TX-75078","690 Morning Star Ln, Prosper, TX 75078",75078,Single Family,New Construction,4,,4009,,,1057900,40,263.88,,14,7.09,6
"841-Overlook-Dr,-Prosper,-TX-75078","841 Overlook Dr, Prosper, TX 75078",75078,Single Family,New Construction,4,,4137,,,1198900,40,289.8,,16,0.0,7
"2170-Ivywood-Ln,-Prosper,-TX-75078","2170 Ivywood Ln, Prosper, TX 75078",75078,Single Family,Standard,4,4.5,3676,10454,2021,1098000,40,298.69,0.3516,1,0.0,0
"4417-Fall-Meadow-Dr,-Prosper,-TX-75078","4417 Fall Meadow Dr, Prosper, TX 75078",75078,Single Family,New Construction,4,3,2999,7797,2026,749000,39,249.75,0.3846,1,0.0,0
"1021-English-Ivy-Dr,-Prosper,-TX-75078","1021 English Ivy Dr, Prosper, TX 75078",75078,Single Family,Standard,5,2.5,2946,7318,2007,410000,47,139.17,0.4026,1,0.0,0
"1921-Wynne-Ave,-Prosper,-TX-75078","1921 Wynne Ave, Prosper, TX 75078",75078,Single Family,Standard,5,4.5,4680,11151,2023,1075000,37,229.7,0.4197,3,-6.52,1
"2131-Lassen-Dr,-Prosper,-TX-75078","2131 Lassen Dr, Prosper, TX 75078",75078,Single Family,Standard,4,3.5,3629,13678,2022,885000,38,243.87,0.2653,2,1.14,0
"1481-St-Peter-Ln,-Prosper,-TX-75078","1481 St Peter Ln, Prosper, TX 75078",75078,Single Family,New Construction,5,4.5,4488,15006,2025,1450000,37,323.08,0.2991,2,0.0,0
"531-Callahan-Ct,-Prosper,-TX-75078","531 Callahan Ct, Prosper, TX 75078",75078,Single Family,New Construction,5,5.5,4513,,,1299000,36,287.84,,2,-4.77,1
"1440-Copper-Point-Dr,-Prosper,-TX-75078","1440 Copper Point Dr, Prosper, TX 75078",75078,Single Family,New Construction,6,5,5067,,2026,1599000,36,315.57,,1,0.0,0
"480-Williamsburg-Pl,-Prosper,-TX-75078","480 Williamsburg Pl, Prosper, TX 75078",75078,Single Family,New Construction,4,4.5,4256,,,1199000,36,281.72,,1,0.0,0
"601-Sunbury-Ln,-Prosper,-TX-75078","601 Sunbury Ln, Prosper, TX 75078",75078,Single Family,Standard,5,3,3342,15246,2018,1200000,36,359.07,0.2192,1,0.0,0
