id,formattedAddress,zipCode,propertyType,listingType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,price,daysOnMarket,pricePerSqft,lotRatio,priceEventCount,totalPriceChangePct,priceCuts,ppsfScore,domScore,cutScore,compositeScore,ppsfVsZipMedian,zipCount
"1216-Tree-Shadow-Ln,-Anna,-TX-75409","1216 Tree Shadow Ln, Anna, TX 75409",75409,Single Family,Standard,4,2.5,3034.0,8059,2022.0,499000.0,137.0,164.47,0.3765,1.0,0.0,0.0,63.3,92.1,6.8,62.1,-5.9,455
"1721-Arches-Rd,-Anna,-TX-75409","1721 Arches Rd, Anna, TX 75409",75409,Single Family,New Construction,4,2.5,2351.0,,2026.0,360708.0,11.0,153.43,,3.0,-7.56,2.0,77.4,27.0,88.6,62.0,-12.2,455
"305-Ginger-Ave,-Anna,-TX-75409","305 Ginger Ave, Anna, TX 75409",75409,Single Family,Standard,4,2.5,2158.0,8538,2022.0,349000.0,117.0,161.72,0.2528,1.0,0.0,0.0,66.8,87.0,6.8,61.9,-7.4,455
"812-Woodview-Ct,-Anna,-TX-75409","812 Woodview Ct, Anna, TX 75409",75409,Single Family,Standard,4,3.5,3516.0,7275,2022.0,524900.0,42.0,149.29,0.4833,1.0,0.0,0.0,83.7,64.6,6.8,61.7,-14.6,455
"1709-Sandalwood-Ln,-Anna,-TX-75409","1709 Sandalwood Ln, Anna, TX 75409",75409,Single Family,Standard,4,3.5,3064.0,9235,2017.0,499000.0,125.0,162.86,0.3318,1.0,0.0,0.0,64.8,89.0,6.8,61.7,-6.8,455
"3145-Bowen-St,-Anna,-TX-75409","3145 Bowen St, Anna, TX 75409",75409,Single Family,Standard,3,2.5,2050.0,6011,2020.0,294900.0,26.0,143.85,0.341,1.0,0.0,0.0,90.5,55.4,6.8,61.5,-17.7,455
"1405-Oak-Hollow-Ln,-Anna,-TX-75409","1405 Oak Hollow Ln, Anna, TX 75409",75409,Single Family,Standard,3,2,1620.0,6534,2004.0,260000.0,91.0,160.49,0.2479,1.0,0.0,0.0,69.0,82.2,6.8,61.2,-8.1,455
"1718-Sandalwood-Ln,-Anna,-TX-75409","1718 Sandalwood Ln, Anna, TX 75409",75409,Single Family,Standard,4,3,2800.0,7841,2017.0,415000.0,34.0,148.21,0.3571,1.0,0.0,0.0,85.9,60.0,6.8,61.0,-15.2,455
"2620-Glacier-Rd,-Anna,-TX-75409","2620 Glacier Rd, Anna, TX 75409",75409,Single Family,New Construction,4,3,2627.0,,2026.0,397960.0,10.0,151.49,,2.0,-4.79,1.0,78.7,24.8,84.4,61.0,-13.3,455
"1209-Gardendale-Hollow-Ln,-Anna,-TX-75409","1209 Gardendale Hollow Ln, Anna, TX 75409",75409,Single Family,Standard,4,2,1847.0,6534,2024.0,339900.0,76.0,184.03,0.2827,2.0,-5.79,1.0,36.9,76.3,86.2,60.5,5.3,455
"2216-Chloe-Ln,-Anna,-TX-75409","2216 Chloe Ln, Anna, TX 75409",75409,Single Family,New Construction,4,2.5,2418.0,7196,2025.0,355990.0,30.0,147.22,0.336,2.0,1.42,0.0,86.8,58.2,4.8,60.4,-15.7,455
