id,formattedAddress,zipCode,propertyType,listingType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,price,daysOnMarket,pricePerSqft,lotRatio,priceEventCount,totalPriceChangePct,priceCuts,ppsfScore,domScore,cutScore,compositeScore,ppsfVsZipMedian,zipCount
"709-81st-St,-Lubbock,-TX-79404","709 81st St, Lubbock, TX 79404",79404,Single Family,Standard,2,1,952.0,15682,1948.0,100000.0,112.0,105.04,0.0607,2.0,66.67,0.0,17.6,29.4,0.0,18.2,28.7,17
"2412-N-Ave-O,-Lubbock,-TX-79403","2412 N Ave O, Lubbock, TX 79403",79403,Single Family,Standard,3,2,1323.0,5227,2022.0,220000.0,133.0,166.29,0.2531,1.0,0.0,0.0,12.5,31.2,6.2,17.8,75.9,16
"2105-Edgewood-St,-Lubbock,-TX-79415","2105 Edgewood St, Lubbock, TX 79415",79415,Single Family,New Construction,3,2,1413.0,6098,2026.0,198499.0,104.0,140.48,0.2317,1.0,0.0,0.0,20.0,20.0,0.0,16.0,8.4,15
"4005-137th-St,-Lubbock,-TX-79423","4005 137th St, Lubbock, TX 79423",79423,Single Family,Standard,4,4.5,4009.0,10454,2022.0,759900.0,91.0,189.55,0.3835,1.0,0.0,0.0,31.7,0.0,7.3,15.7,22.3,41
"14807-Oxford-Ave,-Lubbock,-TX-79423","14807 Oxford Ave, Lubbock, TX 79423",79423,Single Family,New Construction,4,3.5,3012.0,10454,2026.0,905000.0,125.0,300.46,0.2881,1.0,0.0,0.0,4.9,34.1,7.3,15.6,93.8,41
"1203-County-Rd,-7715,-Lubbock,-TX-79423","1203 County Rd, 7715, Lubbock, TX 79423",79423,Single Family,New Construction,4,3,2567.0,43560,2026.0,569000.0,110.0,221.66,0.0589,2.0,0.0,0.0,14.6,19.5,7.3,14.9,43.0,41
"523-39th-St,-Lubbock,-TX-79404","523 39th St, Lubbock, TX 79404",79404,Single Family,Standard,2,1,696.0,6534,1927.0,69000.0,90.0,99.14,0.1065,2.0,0.0,0.0,29.4,0.0,5.9,14.4,21.5,17
"5842-County-Rd,-7675,-Lubbock,-TX-79424","5842 County Rd, 7675, Lubbock, TX 79424",79424,Single Family,New Construction,5,6,4608.0,44431,2026.0,1326600.0,105.0,287.89,0.1037,1.0,0.0,0.0,6.2,29.2,0.0,13.0,86.5,48
"2422-N-Ave-O,-Lubbock,-TX-79403","2422 N Ave O, Lubbock, TX 79403",79403,Single Family,Standard,3,2,1323.0,5227,2023.0,205000.0,102.0,154.95,0.2531,1.0,0.0,0.0,18.8,6.2,6.2,11.9,64.0,16
"4507-102nd-St,-Lubbock,-TX-79424","4507 102nd St, Lubbock, TX 79424",79424,Single Family,Standard,4,3,4007.0,10890,2010.0,899000.0,90.0,224.36,0.368,1.0,0.0,0.0,20.8,4.2,0.0,10.8,45.3,48
"3610-143rd-St,-Lubbock,-TX-79423","3610 143rd St, Lubbock, TX 79423",79423,Single Family,New Construction,4,3,2503.0,8712,2026.0,582900.0,102.0,232.88,0.2873,1.0,0.0,0.0,9.8,9.8,7.3,9.3,50.2,41
"5424-45th-St,-Lubbock,-TX-79414","5424 45th St, Lubbock, TX 79414",79414,Single Family,Standard,3,2,1044.0,7841,1965.0,134900.0,112.0,129.21,0.1331,1.0,0.0,0.0,9.1,9.1,9.1,9.1,21.9,11
