id,formattedAddress,zipCode,propertyType,listingType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,price,daysOnMarket,pricePerSqft,lotRatio,priceEventCount,totalPriceChangePct,priceCuts,ppsfScore,domScore,cutScore,compositeScore,ppsfVsZipMedian,zipCount
"9857-Avalon-Dr,-Frisco,-TX-75035","9857 Avalon Dr, Frisco, TX 75035",75035,Single Family,Standard,5,3.5,4009.0,6970,2006.0,689900.0,59.0,172.09,0.5752,2.0,-1.37,1.0,97.2,29.8,77.3,69.6,-24.0,141
"8725-Phoebe-Rd,-Frisco,-TX-75035","8725 Phoebe Rd, Frisco, TX 75035",75035,Townhouse,Standard,2,2.5,1761.0,2483,2023.0,419000.0,96.0,237.93,0.7092,4.0,-13.61,2.0,38.3,95.0,94.3,69.4,5.1,141
"4511-Glen-Heather-Dr,-Frisco,-TX-75034","4511 Glen Heather Dr, Frisco, TX 75034",75034,Single Family,Standard,4,3,3505.0,10751,2000.0,770000.0,188.0,219.69,0.326,1.0,0.0,0.0,75.8,96.0,8.1,69.3,-21.7,99
"10811-Morro-Bay-Ln,-Frisco,-TX-75035","10811 Morro Bay Ln, Frisco, TX 75035",75035,Single Family,Standard,4,3.5,3473.0,8756,2013.0,747000.0,80.0,215.09,0.3966,2.0,-4.11,1.0,61.7,70.9,83.7,69.3,-5.0,141
"3493-Pilgrim-Dr,-Frisco,-TX-75034","3493 Pilgrim Dr, Frisco, TX 75034",75034,Single Family,Standard,4,2.5,3063.0,7449,2005.0,650000.0,130.0,212.21,0.4112,1.0,0.0,0.0,81.8,87.9,8.1,69.2,-24.4,99
"2531-Sage-Ridge-Dr,-Frisco,-TX-75034","2531 Sage Ridge Dr, Frisco, TX 75034",75034,Single Family,Standard,5,4,4374.0,7231,2013.0,950000.0,132.0,217.19,0.6049,1.0,0.0,0.0,78.8,89.9,8.1,68.5,-22.6,99
"8665-Marion-Dr,-Frisco,-TX-75036","8665 Marion Dr, Frisco, TX 75036",75036,Single Family,Standard,3,2,2242.0,7057,2005.0,490000.0,98.0,218.55,0.3177,2.0,-6.67,1.0,63.0,62.0,92.0,68.5,-5.1,100
"9895-Carriage-Hill-Ln,-Frisco,-TX-75035","9895 Carriage Hill Ln, Frisco, TX 75035",75035,Single Family,Standard,4,4,3509.0,7841,2005.0,639990.0,81.0,182.39,0.4475,1.0,0.0,0.0,93.6,73.0,2.1,68.1,-19.5,141
"11012-Carrizo-Rd,-Frisco,-TX-75035","11012 Carrizo Rd, Frisco, TX 75035",75035,Single Family,Standard,4,3.5,3283.0,9104,2019.0,639000.0,88.0,194.64,0.3606,1.0,0.0,0.0,84.4,84.4,2.1,67.9,-14.1,141
"12995-Llano-Ave,-Frisco,-TX-75035","12995 Llano Ave, Frisco, TX 75035",75035,Single Family,Standard,5,5,4721.0,12023,2017.0,899000.0,87.0,190.43,0.3927,1.0,0.0,0.0,88.7,78.7,2.1,67.9,-15.9,141
"2772-Barnhill-Ln,-Frisco,-TX-75034","2772 Barnhill Ln, Frisco, TX 75034",75034,Single Family,Standard,4,3.5,3123.0,6882,2003.0,674000.0,124.0,215.82,0.4538,1.0,0.0,0.0,79.8,85.9,8.1,67.6,-23.1,99
"9362-Homestead-Ln,-Frisco,-TX-75033","9362 Homestead Ln, Frisco, TX 75033",75033,Single Family,Standard,3,2,2076.0,5663,1998.0,420000.0,147.0,202.31,0.3666,1.0,0.0,0.0,79.1,89.1,2.3,67.2,-14.7,129
"15090-Snowshill-Dr,-Frisco,-TX-75035","15090 Snowshill Dr, Frisco, TX 75035",75035,Single Family,Standard,4,2.5,3074.0,7841,2003.0,625000.0,94.0,203.32,0.392,2.0,4.17,0.0,78.0,90.8,0.0,66.9,-10.2,141
"11116-Elizabeth-Ave,-Frisco,-TX-75035","11116 Elizabeth Ave, Frisco, TX 75035",75035,Single Family,Standard,3,2.5,2004.0,3485,1999.0,419999.0,69.0,209.58,0.575,2.0,-5.62,1.0,68.1,54.6,85.8,66.9,-7.5,141
"13811-Sorano-Dr,-Frisco,-TX-75035","13811 Sorano Dr, Frisco, TX 75035",75035,Single Family,Standard,5,4,3895.0,11761,2013.0,797000.0,61.0,204.62,0.3312,4.0,-16.1,3.0,75.2,38.3,96.5,66.5,-9.7,141
"13630-Colony-Mews,-Frisco,-TX-75033","13630 Colony Mews, Frisco, TX 75033",75033,Single Family,Standard,4,3,2659.0,3920,2024.0,725000.0,238.0,272.66,0.6783,2.0,-6.63,1.0,31.8,98.4,86.0,66.0,15.0,129
"13292-Box-Elder-Ln,-Frisco,-TX-75035","13292 Box Elder Ln, Frisco, TX 75035",75035,Single Family,Standard,5,3.5,3805.0,7841,2007.0,639000.0,73.0,167.94,0.4853,1.0,0.0,0.0,98.6,59.6,2.1,65.6,-25.9,141
