id,formattedAddress,zipCode,propertyType,listingType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,price,daysOnMarket,pricePerSqft,lotRatio,priceEventCount,totalPriceChangePct,priceCuts,age,logLot,predictedPrice,residual,residualPct
"2119-26th-St,-Lubbock,-TX-79411","2119 26th St, Lubbock, TX 79411",79411,Single Family,Standard,3,1.0,1032,6970,1929,45000,202,43.6,0.1481,2,-30.77,1,97,8.84937050375457,69259.0,24259.0,35.0
"5608-46th-St,-Lubbock,-TX-79414","5608 46th St, Lubbock, TX 79414",79414,Single Family,Standard,3,1.0,1000,6970,1971,75000,108,75.0,0.1435,1,0.0,0,55,8.84937050375457,109423.0,34423.0,31.5
"7707-Lasalle-Ave,-Lubbock,-TX-79424","7707 Lasalle Ave, Lubbock, TX 79424",79424,Single Family,Standard,4,3.0,3889,18295,2009,699000,137,179.74,0.2126,1,0.0,0,17,9.814383077453307,991558.0,292558.0,29.5
"1804-E-1st-Pl,-Lubbock,-TX-79403","1804 E 1st Pl, Lubbock, TX 79403",79403,Single Family,Standard,2,1.0,936,6534,1960,55000,149,58.76,0.1433,1,0.0,0,66,8.784774592161016,76973.0,21973.0,28.5
"3802-32nd-St,-Lubbock,-TX-79410","3802 32nd St, Lubbock, TX 79410",79410,Single Family,Standard,2,1.0,908,7950,1951,99999,159,110.13,0.1142,1,0.0,0,75,8.980927207648378,137439.0,37440.0,27.2
"5019-27th-St,-Lubbock,-TX-79407","5019 27th St, Lubbock, TX 79407",79407,Townhouse,Standard,3,2.0,1979,3049,1976,165000,123,83.38,0.6491,1,0.0,0,50,8.022568946988255,226174.0,61174.0,27.0
"706-29th-St,-Lubbock,-TX-79404","706 29th St, Lubbock, TX 79404",79404,Single Family,Standard,3,1.0,1164,6098,1939,59000,90,50.69,0.1909,2,0.0,0,87,8.7157161275482,80451.0,21451.0,26.7
"2819-Colgate-St,-Lubbock,-TX-79415","2819 Colgate St, Lubbock, TX 79415",79415,Single Family,Standard,2,1.0,1050,6534,1932,60000,98,57.14,0.1607,1,0.0,0,94,8.784774592161016,80808.0,20808.0,25.7
"3419-97th-St,-Lubbock,-TX-79423","3419 97th St, Lubbock, TX 79423",79423,Townhouse,Standard,2,2.0,1602,3920,2003,159900,109,99.81,0.4087,2,-11.17,1,23,8.273846932784508,214748.0,54848.0,25.5
"5028-Itasca-St,-Lubbock,-TX-79416","5028 Itasca St, Lubbock, TX 79416",79416,Single Family,Standard,4,3.5,2526,8276,2007,280000,287,110.85,0.3052,2,-3.45,1,19,9.021115038865434,375983.0,95983.0,25.5
